INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID5045881,DSSTox_Substance_Id,DTXSID5045881,Alexidine dihydrochloride,Cl.Cl.CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC
DTXSID60197561,DSSTox_Substance_Id,DTXSID60197561,Coclaurine,COC1=C(O)C=C2[C@H](CC3=CC=C(O)C=C3)NCCC2=C1
DTXSID6061101,DSSTox_Substance_Id,DTXSID6061101,"1,2-Cyclohexanedione",O=C1CCCCC1=O
DTXSID70196868,DSSTox_Substance_Id,DTXSID70196868,4-(2-Thienyl)butyric acid,OC(=O)CCCC1=CC=CS1
DTXSID2024030,DSSTox_Substance_Id,DTXSID2024030,"(Z)-1,2-Dichloroethylene",Cl\C=C/Cl
DTXSID60368239,DSSTox_Substance_Id,DTXSID60368239,"1H-Benzimidazole, 2-(2-thienylmethyl)-",C(C1=CC=CS1)C1=NC2=CC=CC=C2N1
DTXSID20349549,DSSTox_Substance_Id,DTXSID20349549,BAS 00499835,O=C(CC1N(COC1=O)C(=O)OCC1=CC=CC=C1)OCC(=O)C1=CC=CC=C1
DTXSID50150786,DSSTox_Substance_Id,DTXSID50150786,Patamostat mesylate,CS(O)(=O)=O.NC(N)=NC1=CC=C(C=C1)C(=O)OC1=CC=C(SCCN2C(=O)CCC2=O)C=C1
DTXSID10316043,DSSTox_Substance_Id,DTXSID10316043,"1,1-Dimethyl-2,3,4,9-tetrahydro-1H-beta-carboline-3-carboxylic acid",CC1(C)NC(CC2=C1NC1=CC=CC=C21)C(O)=O
DTXSID30625169,DSSTox_Substance_Id,DTXSID30625169,4-Bromo-1H-indazole,BrC1=CC=CC2=C1C=NN2
DTXSID6043919,DSSTox_Substance_Id,DTXSID6043919,Erythritol,OC[C@H](O)[C@H](O)CO
DTXSID90202793,DSSTox_Substance_Id,DTXSID90202793,"N,N'-Bis(6-methyl-2-pyridinyl)thiourea",CC1=NC(NC(=S)NC2=CC=CC(C)=N2)=CC=C1
DTXSID30352549,DSSTox_Substance_Id,DTXSID30352549,"N,N-bis(2-phenoxyethyl)acetamide",CC(=O)N(CCOC1=CC=CC=C1)CCOC1=CC=CC=C1
DTXSID90358007,DSSTox_Substance_Id,DTXSID90358007,"methyl 2-amino-4-(3,4-dimethoxyphenyl)thiophene-3-carboxylate",COC(=O)C1=C(N)SC=C1C1=CC(OC)=C(OC)C=C1
DTXSID50393772,DSSTox_Substance_Id,DTXSID50393772,F1516-5377,CC1(C)CC(=O)C(C(C2=CC=CS2)C2=C(O)CC(C)(C)CC2=O)C(=O)C1
DTXSID3044914,DSSTox_Substance_Id,DTXSID3044914,"3,5-Dichlorosalicylic acid",OC(=O)C1=C(O)C(Cl)=CC(Cl)=C1
DTXSID40395689,DSSTox_Substance_Id,DTXSID40395689,"4-(3-nitro-1H-1,2,4-triazol-1-yl)butan-2-one",CC(=O)CCN1C=NC(=N1)[N+]([O-])=O
DTXSID80206109,DSSTox_Substance_Id,DTXSID80206109,7-Hydroxy-4-trifluoromethylcoumarin,OC1=CC2=C(C=C1)C(=CC(=O)O2)C(F)(F)F
DTXSID70354143,DSSTox_Substance_Id,DTXSID70354143,"Piperidine, 1-(2-naphthalenylsulfonyl)-",O=S(=O)(N1CCCCC1)C1=CC2=CC=CC=C2C=C1
DTXSID60386317,DSSTox_Substance_Id,DTXSID60386317,(1-Allyl-1H-benzoimidazol-2-yl)-phenyl-methanol,OC(C1=NC2=CC=CC=C2N1CC=C)C1=CC=CC=C1
DTXSID80173963,DSSTox_Substance_Id,DTXSID80173963,"Urs-12-en-28-oic acid, 3,19,23-trihydroxy-, (3beta,4alpha)-",C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@]1(C)O)C(O)=O
DTXSID8045195,DSSTox_Substance_Id,DTXSID8045195,Ropinirole,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
DTXSID80200945,DSSTox_Substance_Id,DTXSID80200945,5-O-Methylquercetin,COC1=CC(O)=CC2=C1C(=O)C(O)=C(O2)C1=CC(O)=C(O)C=C1
DTXSID00328312,DSSTox_Substance_Id,DTXSID00328312,3-(piperidin-1-ylmethyl)benzoic acid,OC(=O)C1=CC=CC(CN2CCCCC2)=C1
DTXSID0023113,DSSTox_Substance_Id,DTXSID0023113,2-Methoxyphenol,COC1=C(O)C=CC=C1
DTXSID70350241,DSSTox_Substance_Id,DTXSID70350241,8-METHYLFLAVONE,CC1=C2OC(=CC(=O)C2=CC=C1)C1=CC=CC=C1
DTXSID10201066,DSSTox_Substance_Id,DTXSID10201066,A 10749,CC(C)N1N(C(C)C)C(=O)NC1=O
DTXSID10368860,DSSTox_Substance_Id,DTXSID10368860,"5-[(Dimethylamino)methyl]-1,3,4-oxadiazole-2(3H)-thione",CN(C)CC1=NNC(=S)O1
DTXSID70161495,DSSTox_Substance_Id,DTXSID70161495,"2-(2-Furyl)-5-phenyl-1,3,4-oxadiazole",O1C=CC=C1C1=NN=C(O1)C1=CC=CC=C1
DTXSID80353288,DSSTox_Substance_Id,DTXSID80353288,1-(4-Methylbenzene-1-sulfonyl)piperidine-4-carboxylic acid,CC1=CC=C(C=C1)S(=O)(=O)N1CCC(CC1)C(O)=O
DTXSID00366092,DSSTox_Substance_Id,DTXSID00366092,"1-[4-(2,3,5-trimethylphenoxy)butyl]piperidine",CC1=CC(C)=C(C)C(OCCCCN2CCCCC2)=C1
DTXSID0061610,DSSTox_Substance_Id,DTXSID0061610,"Quinoline, 2,4-dimethyl-",CC1=CC(C)=C2C=CC=CC2=N1
DTXSID20365507,DSSTox_Substance_Id,DTXSID20365507,"2-Pyridinecarbonitrile, 3,5,6-trichloro-4-hydrazino-",NNC1=C(Cl)C(Cl)=NC(C#N)=C1Cl
DTXSID8047137,DSSTox_Substance_Id,DTXSID8047137,Betamethasone 21-phosphate disodium,[Na+].[Na+].C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP([O-])([O-])=O
DTXSID0047903,DSSTox_Substance_Id,DTXSID0047903,Dimethylammonium nitrate,CNC.O[N+]([O-])=O
DTXSID40163729,DSSTox_Substance_Id,DTXSID40163729,Davasaicin,COC1=C(OCCN)C=CC(CC(=O)NCCCC2=CC(C)=C(C)C=C2)=C1
DTXSID10278758,DSSTox_Substance_Id,DTXSID10278758,4-Hydrazinyl-4-oxobutanoic acid,NNC(=O)CCC(O)=O
DTXSID40424943,DSSTox_Substance_Id,DTXSID40424943,4-Aminoisothiazole-3-carboxylic acid hydrochloride,Cl.NC1=CSN=C1C(O)=O
DTXSID10397251,DSSTox_Substance_Id,DTXSID10397251,ST50560533,CC1=CC=C(C=C1)S(=O)(=O)NOCC1=CC=CC=C1
DTXSID30389633,DSSTox_Substance_Id,DTXSID30389633,STK156584,CC1=C(C)C=C(NC(=O)C2=CC3=C(C=C2)C(=O)N(CC2CCCO2)C3=O)C=C1
DTXSID1021906,DSSTox_Substance_Id,DTXSID1021906,"1,3-Diaminopropane",NCCCN
DTXSID70165190,DSSTox_Substance_Id,DTXSID70165190,Di-p-toluohydrazide,CC1=CC=C(C=C1)C(=O)NNC(=O)C1=CC=C(C)C=C1
DTXSID6047026,DSSTox_Substance_Id,DTXSID6047026,Tetrapropylammonium,CCC[N+](CCC)(CCC)CCC
DTXSID2045442,DSSTox_Substance_Id,DTXSID2045442,Ambroxolhydrochloride,Cl.NC1=C(CN[C@H]2CC[C@H](O)CC2)C=C(Br)C=C1Br
DTXSID6047945,DSSTox_Substance_Id,DTXSID6047945,Tetrabutylphosphonium bromide,[Br-].CCCC[P+](CCCC)(CCCC)CCCC
DTXSID70858838,DSSTox_Substance_Id,DTXSID70858838,"2,2',4,4',5,5'-Hexabromobiphenyl",BrC1=CC(Br)=C(C=C1Br)C1=C(Br)C=C(Br)C(Br)=C1
DTXSID4024771,DSSTox_Substance_Id,DTXSID4024771,2-Chlorobenzoic acid,OC(=O)C1=CC=CC=C1Cl
DTXSID6046509,DSSTox_Substance_Id,DTXSID6046509,Reparixin,CC(C)CC1=CC=C(C=C1)[C@@H](C)C(=O)NS(C)(=O)=O
DTXSID60286702,DSSTox_Substance_Id,DTXSID60286702,MLS002608789,CC12CCCC(CC(O)=O)(C1)NC(=O)C2
DTXSID70372327,DSSTox_Substance_Id,DTXSID70372327,"5-(4-methylphenyl)-1,2,4-thiadiazole",CC1=CC=C(C=C1)C1=NC=NS1
DTXSID3048601,DSSTox_Substance_Id,DTXSID3048601,Fosfluconazole,OP(O)(=O)OC(CN1C=NC=N1)(CN1C=NC=N1)C1=CC=C(F)C=C1F
DTXSID30406632,DSSTox_Substance_Id,DTXSID30406632,"Isoxazole, 4,5-dihydro-5-[(4-nitrophenoxy)methyl]-3-phenyl-",[O-][N+](=O)C1=CC=C(OCC2CC(=NO2)C2=CC=CC=C2)C=C1
DTXSID60366795,DSSTox_Substance_Id,DTXSID60366795,ZINC02774752,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)OC1=CC=C(\C=C2/SC(N)=NC2=O)C=C1
DTXSID50386568,DSSTox_Substance_Id,DTXSID50386568,"1-(4-Ethoxy-phenyl)-3-(1-phenyl-ethyl)-pyrrolidine-2,5-dione",CCOC1=CC=C(C=C1)N1C(=O)CC(C(C)C2=CC=CC=C2)C1=O
DTXSID50197656,DSSTox_Substance_Id,DTXSID50197656,"1,2,3,4-Tetrahydrobenzopteridine-2,4-dione",O=C1NC(=O)C2=NC3=CC=CC=C3N=C2N1
DTXSID6045167,DSSTox_Substance_Id,DTXSID6045167,Metolazone,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O
DTXSID20423555,DSSTox_Substance_Id,DTXSID20423555,PKCbeta Inhibitor,O=C1NC(=O)C(=C1NC1=CC=CC=C1)C1=CN(CCCN2C=CN=C2)C2=CC=CC=C12
DTXSID40785703,DSSTox_Substance_Id,DTXSID40785703,1-(2-Azidoethyl)naphthalene,[N-]=[N+]=NCCC1=CC=CC2=CC=CC=C12
DTXSID60396557,DSSTox_Substance_Id,DTXSID60396557,"6,6-dimethyl-5-oxo-3-thiomorpholinecarboxylic acid",CC1(C)SCC(NC1=O)C(O)=O
DTXSID70151492,DSSTox_Substance_Id,DTXSID70151492,MK-0249,CC1=NC2=CC=CC(=C2C(=O)N1C1=CC=C(OCCCN2CCCC2)C=C1)C(F)(F)F
DTXSID40401315,DSSTox_Substance_Id,DTXSID40401315,"N-(4,6-dimethylpyrimidin-2-yl)-2-hydroxybenzamide",CC1=CC(C)=NC(NC(=O)C2=CC=CC=C2O)=N1
DTXSID50438354,DSSTox_Substance_Id,DTXSID50438354,N-[[4-(1-oxidopyridin-1-ium-2-yl)piperidin-1-yl]methyl]benzamide,[O-][N+]1=CC=CC=C1C1CCN(CNC(=O)C2=CC=CC=C2)CC1
DTXSID40149442,DSSTox_Substance_Id,DTXSID40149442,Cortivazol,C[C@@H]1C[C@H]2[C@@H]3C=C(C)C4=CC5=C(C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O)C=NN5C1=CC=CC=C1
DTXSID10353998,DSSTox_Substance_Id,DTXSID10353998,2-TERT-BUTYL-5-CHLORO-6-NITROBENZOXAZOLE,CC(C)(C)C1=NC2=CC(Cl)=C(C=C2O1)[N+]([O-])=O
DTXSID7045574,DSSTox_Substance_Id,DTXSID7045574,Cephapirin sodium,[Na+].CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSC1=CC=NC=C1)C2=O)C([O-])=O
DTXSID9040768,DSSTox_Substance_Id,DTXSID9040768,Tetradecylamine,CCCCCCCCCCCCCCN
DTXSID90184080,DSSTox_Substance_Id,DTXSID90184080,Furaguanidin,NC(N)=N\N=C\C1=CC=C(O1)[N+]([O-])=O
DTXSID4024018,DSSTox_Substance_Id,DTXSID4024018,Dicamba,COC1=C(Cl)C=CC(Cl)=C1C(O)=O
DTXSID80309366,DSSTox_Substance_Id,DTXSID80309366,NSC211843,COC1=CC=C(C=C1)C1=C(N)NC(=O)N=C1
DTXSID4045973,DSSTox_Substance_Id,DTXSID4045973,Cloxyquin,OC1=CC=C(Cl)C2=CC=CN=C12
DTXSID10439822,DSSTox_Substance_Id,DTXSID10439822,"4-(4-chlorophenyl)sulfonyl-4-(2,5-difluorophenyl)cyclohexan-1-one",FC1=CC(=C(F)C=C1)C1(CCC(=O)CC1)S(=O)(=O)C1=CC=C(Cl)C=C1
DTXSID30168743,DSSTox_Substance_Id,DTXSID30168743,Robalzotan,NC(=O)C1=C2C[C@H](COC2=C(F)C=C1)N(C1CCC1)C1CCC1
DTXSID0034855,DSSTox_Substance_Id,DTXSID0034855,Fuazifop-P-butyl,CCCCOC(=O)[C@@H](C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1
DTXSID4044872,DSSTox_Substance_Id,DTXSID4044872,Bis[4-(glycidyloxy)phenyl]methane,C(OC1=CC=C(CC2=CC=C(OCC3CO3)C=C2)C=C1)C1CO1
DTXSID50354141,DSSTox_Substance_Id,DTXSID50354141,"5-(3-Methyl-2-nitro-phenyl)-4-phenyl-4H-[1,2,4]triazole-3-thiol",CC1=C(C(=CC=C1)C1=NNC(=S)N1C1=CC=CC=C1)[N+]([O-])=O
DTXSID80349782,DSSTox_Substance_Id,DTXSID80349782,"5-(methoxymethyl)-1,3,4-thiadiazol-2-amine",COCC1=NN=C(N)S1
DTXSID00372577,DSSTox_Substance_Id,DTXSID00372577,4-(5-methyl-3-phenylisoxazol-4-yl)pyrimidin-2-amine,CC1=C(C(=NO1)C1=CC=CC=C1)C1=NC(N)=NC=C1
DTXSID9046289,DSSTox_Substance_Id,DTXSID9046289,Mecarbinate,CCOC(=O)C1=C(C)N(C)C2=CC=C(O)C=C12
DTXSID8026307,DSSTox_Substance_Id,DTXSID8026307,"2,6-Dimethylaniline",CC1=CC=CC(C)=C1N
DTXSID20327584,DSSTox_Substance_Id,DTXSID20327584,NSC667757,NC1=NC2=CC3=C(C=C2N=C1N)N=C(N)C(N)=N3
DTXSID20189902,DSSTox_Substance_Id,DTXSID20189902,Acetylcholine mustard,CN(CCCl)CCOC(C)=O
DTXSID70360825,DSSTox_Substance_Id,DTXSID70360825,(E)-2-cyano-N-quinolin-8-yl-3-[5-[3-(trifluoromethyl)phenyl]furan-2-yl]prop-2-enamide,FC(F)(F)C1=CC=CC(=C1)C1=CC=C(O1)\C=C(/C#N)C(=O)NC1=CC=CC2=C1N=CC=C2
DTXSID90493700,DSSTox_Substance_Id,DTXSID90493700,"Oxalic acid--6-(naphthalen-2-yl)-5,6-dihydroimidazo[2,1-b][1,3]thiazole (1/1)",OC(=O)C(O)=O.C1C(N=C2SC=CN12)C1=CC2=CC=CC=C2C=C1
DTXSID50432993,DSSTox_Substance_Id,DTXSID50432993,MLN-120B,COC1=C(Cl)C=C2C(NC3=C2C=CN=C3)=C1NC(=O)C1=C(C)N=CC=C1
DTXSID90368388,DSSTox_Substance_Id,DTXSID90368388,"(4,4-Dimethyl-2,5-dioxo-imidazolidin-1-yl)-acetic acid",CC1(C)NC(=O)N(CC(O)=O)C1=O
DTXSID2023436,DSSTox_Substance_Id,DTXSID2023436,Pentostatin,OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1NC=NC[C@H]2O
DTXSID7048291,DSSTox_Substance_Id,DTXSID7048291,Iodophthalein,OC(=O)C1=C(C=CC=C1)C(C1=CC(I)=C(O)C(I)=C1)=C1C=C(I)C(=O)C(I)=C1
DTXSID80349803,DSSTox_Substance_Id,DTXSID80349803,2-Amino-4-isopropylphenol,CC(C)C1=CC(N)=C(O)C=C1
DTXSID90178848,DSSTox_Substance_Id,DTXSID90178848,"Acetamide, 2-((4-cyano-5-(methylthio)-3-isothiazolyl)thio)-",CSC1=C(C#N)C(SCC(N)=O)=NS1
DTXSID9047912,DSSTox_Substance_Id,DTXSID9047912,1-Butyl-3-methylimidazolium methanesulfonate,CS([O-])(=O)=O.CCCCN1C=C[N+](C)=C1
DTXSID1022053,DSSTox_Substance_Id,DTXSID1022053,"4,6-Dinitro-o-cresol",CC1=C(O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O
DTXSID7044635,DSSTox_Substance_Id,DTXSID7044635,Sodium 4-vinylbenzenesulfonate,[Na+].[O-]S(=O)(=O)C1=CC=C(C=C)C=C1
DTXSID50295868,DSSTox_Substance_Id,DTXSID50295868,MLS002703857,NC1=NC(=O)C(CCCOC2=CC=C(NC(=O)CBr)C=C2)=C(N1)C1=CC=CC=C1
DTXSID80278407,DSSTox_Substance_Id,DTXSID80278407,"5-ethyl-2-(4-methoxyphenyl)-5-nitro-1,3-dioxane",CCC1(COC(OC1)C1=CC=C(OC)C=C1)[N+]([O-])=O
DTXSID60244221,DSSTox_Substance_Id,DTXSID60244221,Naxagolide hydrochloride,Cl.CCCN1CCO[C@H]2[C@H]1CCC1=C2C=C(O)C=C1
DTXSID30313458,DSSTox_Substance_Id,DTXSID30313458,"4-[6-(3,5-dimethylpyrazol-1-yl)pyrimidin-4-yl]morpholine",CC1=NN(C(C)=C1)C1=CC(=NC=N1)N1CCOCC1
DTXSID0047878,DSSTox_Substance_Id,DTXSID0047878,Hydrastinine hydrochloride,Cl.CN1CCC2=CC3=C(OCO3)C=C2C1O
DTXSID90219543,DSSTox_Substance_Id,DTXSID90219543,"1-Thiocoumarin, 3-nitro-4-pyrrolidino-",[O-][N+](=O)C1=C(N2CCCC2)C2=CC=CC=C2SC1=O
DTXSID7045522,DSSTox_Substance_Id,DTXSID7045522,Aceclofenac,OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1
DTXSID60164410,DSSTox_Substance_Id,DTXSID60164410,Xemilofiban,CCOC(=O)C[C@H](NC(=O)CCC(=O)NC1=CC=C(C=C1)C(N)=N)C#C
DTXSID30317653,DSSTox_Substance_Id,DTXSID30317653,SBB043339,OC(=O)C1=CC=CC=C1NSC1=CC=CC=C1[N+]([O-])=O
DTXSID20285493,DSSTox_Substance_Id,DTXSID20285493,MLS002608356,BrC1CN(CC2=CC=CC=C2)C(=O)NC1=O
DTXSID0047327,DSSTox_Substance_Id,DTXSID0047327,MK-578,CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(C[C@H]2C[C@@H](C[C@@H]2C2=CC=CC(F)=C2)N(C)[C@H](C(C)C)C(O)=O)CC1
DTXSID9047833,DSSTox_Substance_Id,DTXSID9047833,Lofepramine hydrochloride,Cl.CN(CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2)CC(=O)C1=CC=C(Cl)C=C1
DTXSID6022719,DSSTox_Substance_Id,DTXSID6022719,Cabergoline,CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](CC3=CNC4=CC=CC2=C34)N(CC=C)C1
DTXSID70872877,DSSTox_Substance_Id,DTXSID70872877,"2-Hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid",OC(=O)C1=C(CCCCCCC\C=C/C\C=C/CC=C)C=CC=C1O
DTXSID6059158,DSSTox_Substance_Id,DTXSID6059158,Benzenearsonic acid,O[As](O)(=O)C1=CC=CC=C1
DTXSID00209652,DSSTox_Substance_Id,DTXSID00209652,Lisdexamfetamine,C[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CCCCN
DTXSID70367778,DSSTox_Substance_Id,DTXSID70367778,2-chloro-1-[3-(2-ethoxyphenoxy)propoxy]-4-methylbenzene,CCOC1=CC=CC=C1OCCCOC1=C(Cl)C=C(C)C=C1
DTXSID50679609,DSSTox_Substance_Id,DTXSID50679609,4-[1-Cyclohexyl-4-(4-fluorophenyl)-1H-imidazol-5-yl]pyrimidin-2-amine--hydrogen chloride (1/2),Cl.Cl.NC1=NC=CC(=N1)C1=C(N=CN1C1CCCCC1)C1=CC=C(F)C=C1
DTXSID50376803,DSSTox_Substance_Id,DTXSID50376803,tert-Butyl [(3S)-2-oxooxetan-3-yl]carbamate,CC(C)(C)OC(=O)N[C@H]1COC1=O
DTXSID0043894,DSSTox_Substance_Id,DTXSID0043894,"L-741,742",CC1=C(ON=C1C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=C(Cl)C=C1
DTXSID10468490,DSSTox_Substance_Id,DTXSID10468490,"Eg5 Inhibitor V, trans-24",OC1=CC=CC(=C1)[C@H]1N2[C@@H](CC3=C1NC1=CC=CC=C31)C(=O)N(CC1=CC=CC=C1)C2=O
DTXSID30214012,DSSTox_Substance_Id,DTXSID30214012,Leucylproline,CC(C)C[C@H](N)C(=O)N1CCC[C@H]1C(O)=O
DTXSID90361677,DSSTox_Substance_Id,DTXSID90361677,STK038717,OC(=O)C1=CC=C(NC(=S)NC(=O)C2=CC=CC(COC3=CC=CC=C3)=C2)C=C1
DTXSID10277701,DSSTox_Substance_Id,DTXSID10277701,MLS002637700,CC(CCCN1CCCC1)NC1=C2C=CC(Cl)=CC2=NC=C1
DTXSID2020717,DSSTox_Substance_Id,DTXSID2020717,4-(Benzyloxyl)phenol,OC1=CC=C(OCC2=CC=CC=C2)C=C1
DTXSID40293459,DSSTox_Substance_Id,DTXSID40293459,3-Pyridinepropionic acid,OC(=O)CCC1=CN=CC=C1
DTXSID9020958,DSSTox_Substance_Id,DTXSID9020958,"4-Nitro-1,2-phenylenediamine",NC1=C(N)C=C(C=C1)[N+]([O-])=O
DTXSID20390551,DSSTox_Substance_Id,DTXSID20390551,"ethyl 2-(3-oxo-1,4-benzothiazin-4-yl)acetate",CCOC(=O)CN1C(=O)CSC2=CC=CC=C12
DTXSID30354321,DSSTox_Substance_Id,DTXSID30354321,"9-Ethyl-1-oxo-2,3,4,9-tetrahydro-1H-carbazole-6-carboxylic acid",CCN1C2=C(C=C(C=C2)C(O)=O)C2=C1C(=O)CCC2
DTXSID3026564,DSSTox_Substance_Id,DTXSID3026564,Triethylene glycol bis(2-ethylhexanoate),CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC
DTXSID7024798,DSSTox_Substance_Id,DTXSID7024798,2-Chloro-2-nitropropane,CC(C)(Cl)[N+]([O-])=O
DTXSID50347997,DSSTox_Substance_Id,DTXSID50347997,AC1LCG9U,NC1=NC(=O)C2=C(N1)C=CC(SC1=CC3=CC=CC=C3C=C1)=C2
DTXSID00166256,DSSTox_Substance_Id,DTXSID00166256,N-Benzyl-1H-indole-3-ethylamine,C(CC1=CNC2=CC=CC=C12)NCC1=CC=CC=C1
DTXSID60355341,DSSTox_Substance_Id,DTXSID60355341,ethyl (diphenylphosphoryl)acetate,CCOC(=O)CP(=O)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID80578010,DSSTox_Substance_Id,DTXSID80578010,"N-(3,5-Dichlorophenyl)hydrazinecarbothioamide",NNC(=S)NC1=CC(Cl)=CC(Cl)=C1
DTXSID60358413,DSSTox_Substance_Id,DTXSID60358413,N-(4-fluorophenyl)-2-[4-(hydroxymethyl)phenoxy]acetamide,OCC1=CC=C(OCC(=O)NC2=CC=C(F)C=C2)C=C1
DTXSID40345689,DSSTox_Substance_Id,DTXSID40345689,"1-([2,2'-Bithiophen]-5-yl)ethan-1-one",CC(=O)C1=CC=C(S1)C1=CC=CS1
DTXSID60346436,DSSTox_Substance_Id,DTXSID60346436,1-(3-nitrophenyl)-1H-pyrrole-2-carbaldehyde,[O-][N+](=O)C1=CC=CC(=C1)N1C=CC=C1C=O
DTXSID5020497,DSSTox_Substance_Id,DTXSID5020497,"1,2-Dimethyl-5-nitroimidazole",CN1C(C)=NC=C1[N+]([O-])=O
DTXSID0046642,DSSTox_Substance_Id,DTXSID0046642,Cefonicid sodium,[Na+].[Na+].O[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSC3=NN=NN3CS([O-])(=O)=O)=C(N2C1=O)C([O-])=O)C1=CC=CC=C1
DTXSID20274322,DSSTox_Substance_Id,DTXSID20274322,"4,5,6,7-Tetrabromo-2H-benzotriazole",BrC1=C(Br)C(Br)=C(Br)C2=NNN=C12
DTXSID80166613,DSSTox_Substance_Id,DTXSID80166613,SoRI 8895,COC1=CC(NCC2=CN=C3N=C(N)N=C(N)C3=C2C)=C(OC)C=C1
DTXSID20439313,DSSTox_Substance_Id,DTXSID20439313,"5-hydroxy-2-(pyridin-4-ylmethyl)-3,4-dihydro-2H-naphthalen-1-one",OC1=CC=CC2=C1CCC(CC1=CC=NC=C1)C2=O
DTXSID10222817,DSSTox_Substance_Id,DTXSID10222817,"1,3-Dimorpholinopropan-2-ol",OC(CN1CCOCC1)CN1CCOCC1
DTXSID90285960,DSSTox_Substance_Id,DTXSID90285960,MLS002608531,COC1=C(OC)C=C(C=C1)C(=O)COC1=C(OC)C=C(C=C1)C(C)=O
DTXSID60314857,DSSTox_Substance_Id,DTXSID60314857,"Ethyl 4-{[(1,3-benzothiazol-2-yl)carbamoyl]amino}benzoate",CCOC(=O)C1=CC=C(NC(=O)NC2=NC3=CC=CC=C3S2)C=C1
DTXSID6020777,DSSTox_Substance_Id,DTXSID6020777,Levobunolol hydrochloride,Cl.CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O
DTXSID5063730,DSSTox_Substance_Id,DTXSID5063730,"1,3,6-Naphthalenetrisulfonic acid, trisodium salt",[Na+].[Na+].[Na+].[O-]S(=O)(=O)C1=CC2=CC(=CC(=C2C=C1)S([O-])(=O)=O)S([O-])(=O)=O
DTXSID50564001,DSSTox_Substance_Id,DTXSID50564001,"3,3,3-Trifluoro-2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide",CC(C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F)C(F)(F)F
DTXSID20430764,DSSTox_Substance_Id,DTXSID20430764,"Ethanone, 1-[2-hydroxy-4-(2-propenyloxy)phenyl]-",CC(=O)C1=C(O)C=C(OCC=C)C=C1
DTXSID40189681,DSSTox_Substance_Id,DTXSID40189681,"1H-Indole-3-ethanamine, 5-propoxy-",CCCOC1=CC2=C(NC=C2CCN)C=C1
DTXSID20188511,DSSTox_Substance_Id,DTXSID20188511,Cartazolate,CCCCNC1=C2C=NN(CC)C2=NC=C1C(=O)OCC
DTXSID20163045,DSSTox_Substance_Id,DTXSID20163045,L 692429,CC(C)(N)CC(=O)N[C@@H]1CCC2=CC=CC=C2N(CC2=CC=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C1=O
DTXSID90166609,DSSTox_Substance_Id,DTXSID90166609,3-Methylkaempferol,COC1=C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C=C1
DTXSID90219265,DSSTox_Substance_Id,DTXSID90219265,"3-Thiomorpholinone, 2,2-diethyl-",CCC1(CC)SCCNC1=O
DTXSID30231906,DSSTox_Substance_Id,DTXSID30231906,"Hydratropamide, alpha-methyl-",CC(C)(C(N)=O)C1=CC=CC=C1
DTXSID80693439,DSSTox_Substance_Id,DTXSID80693439,4-(4-{[(1H-Indole-3-carbonyl)amino]methyl}piperidin-1-yl)butanoic acid,OC(=O)CCCN1CCC(CNC(=O)C2=CNC3=CC=CC=C23)CC1
DTXSID90873366,DSSTox_Substance_Id,DTXSID90873366,(S)-Propranolol,CC(C)NC[C@H](O)COC1=C2C=CC=CC2=CC=C1
